Index,PedSpeed,EgoSpeed,PedDist,Fitness_Min distance_LoFi,Fitness_Velocity at min distance_LoFi,Fitness_Min distance_HiFi,Fitness_Velocity at min distance_HiFi,Critical_LoFi,Critical_HiFi
258,3.38854330,5.93736012,13.21387185,2.65788523,-1.69991597,0.89038950,-6.91031603,0,1
271,3.57755357,3.31402877,15.17778820,5.86551270,-3.34251602,0.77433210,-6.24036073,0,1
272,3.59323804,5.58089614,15.40738311,5.20399593,-1.43864261,0.35827293,-7.81974019,0,1
273,3.60818829,5.95978542,15.15536976,4.82320206,-1.38001549,0.36608270,-8.22888354,0,1
276,3.65113798,6.13890227,12.27960039,1.92597829,-2.29541187,0.52212514,-5.06954354,0,1
291,3.84918609,5.07091051,6.73729109,1.74191188,-4.81055399,0.33816832,-4.42304544,0,1
293,3.89421077,7.36323816,15.43199959,3.73101592,-2.84003394,0.44960735,-5.23654263,0,1
296,3.92956446,3.16207686,19.39385588,14.65187468,-3.15500367,0.43015077,-3.91283015,0,1
119,1.75179617,6.74970800,13.64633073,0.98838012,-4.61960218,1.40767285,-8.06152009,1,0
124,1.84231378,3.70087215,9.30161692,0.68940219,-1.46726197,4.39525459,-5.50286764,1,0
133,1.98208320,7.43492640,14.30682604,0.68088705,-4.78998498,1.89711708,-5.41231170,1,0
151,2.16097053,3.81442310,9.07916817,0.32399010,-1.31923064,2.17169619,-4.17126088,1,0
158,2.27588603,5.70910302,12.37004020,0.75217067,-1.01975581,1.53542556,-3.23268013,1,0
178,2.50650379,5.18691104,10.41433705,0.17466389,-2.47035027,3.48358142,-4.80086070,1,0
183,2.61636684,5.82938191,10.03601135,0.79379277,-4.17000191,1.57820529,-2.07200758,1,0
189,2.68575093,5.95699058,12.39545178,0.96331688,-1.66002500,5.31791862,-6.27583599,1,0
190,2.69708856,5.11762312,9.34652670,0.62885290,-3.28159311,7.66684846,-5.22321451,1,0
227,3.12052628,7.42900127,12.06590743,0.01555539,-4.56005065,3.13316941,-6.47160532,1,0
239,3.23606793,6.41910078,9.83985882,0.73005937,-5.01175291,3.33377044,-3.40798035,1,0
242,3.25911979,6.78401153,12.17053585,0.80720298,-3.20999165,3.20529800,-7.16037424,1,0
255,3.34161438,6.09161993,9.00214105,0.93167774,-5.14002859,2.38248352,-7.90489658,1,0
263,3.45203500,6.86279491,12.06434022,0.77323141,-3.40002860,6.75230824,-3.12214983,1,0
266,3.47423645,7.50905856,11.93898396,0.34361984,-4.52003691,1.03782433,-6.55347219,1,0
270,3.57543287,4.12996623,9.04320432,0.91100207,-1.27016610,3.39120786,-6.88647192,1,0
298,3.96345979,7.77788819,9.90030467,0.54894642,-6.28822928,2.62702598,-6.27250696,1,0
64,1.14550723,7.01798330,18.33925456,0.96250424,-3.52419775,0.12467672,-7.49218615,1,1
70,1.18459819,6.17379508,16.79575192,0.64482189,-1.73008630,0.99368734,-6.02566500,1,1
134,1.98988032,7.67506194,15.20032402,0.42138103,-4.49002581,0.13506840,-4.69871198,1,1
136,2.01189389,8.04448263,15.35662693,0.68039798,-6.02999618,0.76805873,-3.84087462,1,1
167,2.37674244,3.59556984,8.38178687,0.60573065,-1.84077365,0.28447924,-7.81744949,1,1
205,2.82907566,4.37572911,9.45352159,0.39019607,-1.24009639,0.03361651,-2.94563360,1,1
231,3.14503788,4.77556103,8.68834211,0.52894425,-3.20004528,0.59813646,-2.16065596,1,1
248,3.30011341,5.44311725,9.10657675,0.57571950,-4.09000143,0.54102395,-2.84268498,1,1
283,3.74065503,6.78485227,10.81481435,0.37958463,-4.21909849,0.65907137,-6.39632577,1,1
